"b_pred","beta[1]"
-0.0465597619106201,-0.0270929807350564
-0.123685045863,-0.032113580160765
0.202683856575171,-0.034826027917244
0.487041613018949,-0.0341825842737932
0.126085665876261,-0.0359882267223804
-0.331494317316828,-0.0354026688862649
-0.361172358788575,-0.0352064202174784
-0.348634333281555,-0.0349535449702777
0.0864789349532834,-0.0327963742138113
0.138030488282452,-0.0331254156911916
0.169162048953361,-0.0338575677695663
0.196625957258705,-0.0345068298890659
-0.235327448649134,-0.0343258849340076
0.114036492478567,-0.03449435948456
0.107235858231805,-0.0342831227458188
0.12958892639868,-0.0348998748324541
-0.230605214156798,-0.0347255502921778
-0.201183823250793,-0.0351695276294754
-0.31552292327359,-0.0351141336109194
-0.300049713608494,-0.0358317193112255
-0.221964592819104,-0.0347940780625325
-0.122156673268538,-0.0345259409011065
-0.129821055681237,-0.0328386949502517
-0.0344036388224894,-0.0329085072328501
-0.141100177998831,-0.0338254394678984
-0.126632063823364,-0.0338254394678984
-0.364285609589419,-0.0338254394678984
-0.375330172481401,-0.0340149514934327
-0.386730210673037,-0.0336041827856143
0.0463553954902097,-0.0347940249505766
0.0788212644075322,-0.0352664616982284
0.161171319598477,-0.0348568876833754
-0.0368692457342424,-0.0350224555319482
-0.0983943188667206,-0.0341269731138499
-0.0969589540262322,-0.034045041495031
-0.0678798455783239,-0.0337881422649854
-0.0792567112218265,-0.0337460321899909
-0.12419460499469,-0.0347261551574039
-0.0759217592693712,-0.0350351962261985
-0.0257578681365001,-0.0351133940138566
-0.0447348454496866,-0.0334411856871426
-0.129251332062276,-0.0341802013337671
-0.124143099920865,-0.0333541761552372
-0.124776067442977,-0.031767838367374
-0.208506616771916,-0.0325318262851898
-0.222114377352868,-0.0325318262851898
-0.188729561382308,-0.0332375446401433
-0.173744008754162,-0.0321039339458833
-0.193267126823306,-0.0322468226415232
-0.215488257647857,-0.0362844684082147
-0.22262571549225,-0.0374566835645266
-0.193614984610555,-0.0354364913615713
-0.154282224501435,-0.0349728737493094
-0.138170961813758,-0.0367934317662212
-0.0988835147327056,-0.0366556561216543
-0.0590814993653594,-0.0368130660074266
-0.0452923113736891,-0.0367319912085717
-0.00552942868626775,-0.036321134913125
-0.146915544401207,-0.0358274522528725
-0.21699079317777,-0.0345130725039103
-0.268551756191539,-0.0337039650572221
-0.193788375037156,-0.0362147123221154
-0.205588917256646,-0.0338630864888038
-0.216117971578459,-0.0339253324058667
-0.231636349342967,-0.0260805436867839
-0.289885314887959,-0.0259320976138328
-0.263056833635991,-0.0273225191919154
0.209707332500121,-0.0283575687459527
0.21079686190515,-0.033976818054081
0.116453936475366,-0.0327073148077929
0.122291757388591,-0.0349486536671082
0.152340405426387,-0.0349342994054054
0.2088602167628,-0.0350612409643186
0.198319271299304,-0.0308449862900303
0.260761480821089,-0.0292929961099985
0.116337865805511,-0.0292034379972626
0.089584136974307,-0.0286509082107561
0.147658224756233,-0.0281645379393601
0.146843748514157,-0.0243345806909125
0.118027284495051,-0.0240704548168985
0.0889996663399023,-0.0234292461654208
-0.205276495508971,-0.024121337936704
-0.416675187316939,-0.02600607719631
-0.392245949706704,-0.0255211332138431
-0.252721720815365,-0.025551901545797
-0.307622948581923,-0.0267713201278888
-0.299277869626266,-0.0269996713548472
-0.265372615874985,-0.0265267721694169
-0.389676921638411,-0.024716457641578
-0.329684039551838,-0.0248744396349979
-0.279765421960002,-0.0252008697137696
0.240654145084878,-0.0258394723644995
0.186549543726446,-0.0269316585587974
0.194698308786864,-0.0265767549179543
0.161502413705812,-0.0284110939255655
0.102551318534548,-0.0274698137799111
0.120476708718993,-0.0276016353294228
0.079855983001537,-0.0250605049886219
0.0784895349566925,-0.0249889132498364
0.300272143068174,-0.0250338155787
0.312964153259322,-0.0228153219800743
-0.359818055188394,-0.0227381280533066
-0.366241739437237,-0.0217848074129089
-0.36027507840583,-0.0218229102130453
-0.351431561872135,-0.0216262176060699
-0.318505276719127,-0.0206120380425713
-0.368407009793621,-0.0213418720217443
-0.274375479432057,-0.0225763788885847
-0.386443342204478,-0.0225763788885847
-0.0415587543384419,-0.0225763788885847
0.018313821565857,-0.0225763788885847
0.174153289689394,-0.0231262262372256
0.186615630132309,-0.0231262262372256
0.484816131966126,-0.0231262262372256
0.363660558223124,-0.0238693103296132
0.29482386721007,-0.0229679456647795
0.266465708534861,-0.0227844168790461
0.501896686218054,-0.0237696427668268
0.313432849328656,-0.0238785723211522
0.19550883507674,-0.0228879599015419
0.199435878828479,-0.0228759298367759
0.213566713340256,-0.0228759298367759
0.167147310797505,-0.0226772910728074
0.135997548219958,-0.0237468388239603
0.0547279235154216,-0.0223449783099664
0.0362711993191303,-0.0225632008334814
-0.0625515835349764,-0.0263180593624767
0.0393017033491235,-0.0274441027086502
-0.0894909220574736,-0.0277541817724468
0.0202829097251005,-0.0287670988102759
0.0694688279349592,-0.0281898384185682
0.089162933877396,-0.0292640057511016
-0.00275242920674588,-0.0390413005966363
-0.0469137054580355,-0.0369440484691352
0.0458390937261273,-0.0402739056828219
0.0500708738538592,-0.0432973400906873
0.120475152017332,-0.0444743595315269
0.122361508954045,-0.0416285817921633
0.191861528701624,-0.0403496019509341
0.185927127743078,-0.0390668299352532
-0.275751548765452,-0.0376363538003053
-0.0435346509483486,-0.0375457938163465
-0.056079446718059,-0.0364106181335995
0.0347947431161552,-0.0286108423903097
0.160480276329534,-0.0284325146014532
0.16905155684592,-0.0276365300871658
0.171906749464729,-0.0253474045660143
0.227398834249894,-0.0249737289638576
0.256473726531275,-0.0289638467918805
0.264565167047128,-0.0286213235254971
0.237054714743813,-0.0288907622688813
0.16802374935354,-0.0293026395650935
0.173423449864488,-0.0282153177960943
0.00159766737866177,-0.0285084249530688
-0.00381143812601612,-0.0282844666952002
-0.0112326692342351,-0.0268692764800443
0.0145042066475,-0.0280341029682423
0.175226973850338,-0.0280117150694379
0.218925501173465,-0.0285976546272315
0.170241343596954,-0.02999963965724
-0.119614196533055,-0.02999963965724
-0.214413957318403,-0.0305375354629407
-0.215000310924495,-0.0305375354629407
-0.12763995785793,-0.0305375354629407
-0.135634297739293,-0.0305375354629407
-0.167304016209665,-0.0304055900558241
-0.23502357005931,-0.0304055900558241
-0.233867011188675,-0.0297627644209023
-0.185556753621321,-0.0297627644209023
-0.224706703078565,-0.0293017236693413
-0.256616375417788,-0.0277312048397925
-0.270786744126113,-0.0277312048397925
-0.309523062831779,-0.030287811605424
-0.197377660806257,-0.0310077545144868
-0.15266588900405,-0.0307337836655326
-0.155574017945211,-0.0336324136774549
-0.161286243014964,-0.0340145378810032
-0.0609204035476447,-0.0340445250932649
-0.0195520909242322,-0.0318166600906424
-0.0292332959797808,-0.0371513720779016
-0.00938024712960349,-0.033224545362564
0.062924148998641,-0.0219241420848981
-0.0228053492856349,-0.0205940183578475
-0.0310869078526393,-0.0205533487274987
-0.0195834702048299,-0.0205533487274987
-0.0670954774100037,-0.0202736971506032
-0.129203030249017,-0.0201459462823304
0.0393916777073541,-0.0218875523819038
0.0636807462116959,-0.0194282160304238
0.00756344506653009,-0.0194291272630247
-0.0775750511164455,-0.0178451904731094
-0.0496002875550783,-0.0184009085466311
-0.124837040399067,-0.0199130392700325
-0.151550292354984,-0.0210816755093677
-0.029600393149922,-0.0204919850016736
-0.051306663221995,-0.0204919850016736
0.205680772479909,-0.0202826757048574
0.119830644972898,-0.0202826757048574
0.149707518570127,-0.0216582904608326
0.128341899141026,-0.0216582904608326
0.0872784776081417,-0.0209298276382179
0.0985583569333407,-0.0207571144251698
0.0748309311644396,-0.0206631952265093
0.00155046968915281,-0.0196708261934965
0.0342586557928783,-0.0192281076683125
0.00611162110486089,-0.0194376576420482
-0.102197493195055,-0.0187339068011532
-0.172282702491431,-0.0192311335321629
-0.175035080176651,-0.0192311335321629
-0.145977942753311,-0.0197450801674128
-0.031181770323943,-0.0194414430375004
-0.0979250133882015,-0.0180821202057509
-0.119881908143034,-0.01755102580486
-0.0143754783833808,-0.0186130984551196
-0.0341274515632912,-0.0186096668923783
-0.00830656856238815,-0.0187972922347272
0.102664553709908,-0.0187972922347272
-0.0372282566072382,-0.0176484626323612
-0.0228982144857715,-0.0177253967121439
-0.122194140123759,-0.0185258981474946
-0.0403314037531505,-0.0185258981474946
-0.0698565585744983,-0.0185258981474946
-0.0994968233793453,-0.0185258981474946
-0.045764295351081,-0.0179128970800834
-0.0317588315797042,-0.018564240296932
0.185923654619034,-0.0181702080144062
0.0798862407928542,-0.0177371593205536
-0.0830065781037822,-0.017742502900412
-0.0696793482503346,-0.017401749712854
-0.0554793157836538,-0.0183622644780385
-0.109473278524357,-0.0162639157759516
-0.159299882047636,-0.0172245266575216
-0.152593903365914,-0.0174143679013394
-0.0101134303542276,-0.0169517438817041
0.0696791194224205,-0.0135186663615126
0.0845296561742982,-0.013490814193599
0.0930529679196824,-0.0149813290425453
0.498129209960388,-0.0149288351492337
-0.458471547706071,-0.0150907896204221
0.058417552946982,-0.01353113819194
0.316656768628151,-0.103070736701125
-0.33066953348246,-0.104507428647706
-0.159464882753644,-0.103529182671016
0.210669035456261,-0.105483647853959
-0.0490742542765848,-0.10855075167348
0.0569482688071374,-0.108643601960631
-0.223886498509281,-0.108388297036914
0.206256319411774,-0.110051653059883
-0.427035799329772,-0.113204387996338
-0.103651398914889,-0.113709292222014
-0.598655355724609,-0.113485525626176
-0.181530549556321,-0.113576664716019
-0.0908379383738387,-0.11396846678374
-0.195645475636659,-0.114541748173851
-0.159220482387932,-0.114793528894845
-0.274981701522159,-0.114826564275794
-0.246107630419403,-0.115239608647972
-0.202303977086313,-0.115322888079626
-0.0662631889987977,-0.114203260720638
-0.00615099008811325,-0.117625264947787
-0.0515877861631903,-0.117816993807909
-0.250818203954455,-0.122496782721179
0.244359556270016,-0.12222557834501
-0.075970995628941,-0.122880916561503
-0.0377008227954737,-0.124749375218832
-0.0493045231936571,-0.125033212642856
-0.0968255850045582,-0.125998132105939
-0.0733415966282935,-0.126721126173473
-0.161350033901637,-0.128121769816823
-0.250152958084646,-0.129232051420758
0.187910300584985,-0.133190764239605
0.201074837784804,-0.124992194789458
0.1299664929794,-0.125969647681606
0.0759997545409128,-0.128503209058008
0.0578275306725152,-0.127468999249761
0.18172504671413,-0.126498996254636
-0.131020811391588,-0.126537761798285
-0.44254151954049,-0.128569655760238
-0.433970718153216,-0.127809248419975
-0.545641564216008,-0.129176298348987
0.405848427133331,-0.137620799342309
0.435555286012211,-0.135586911983617
0.46141068513348,-0.136510440249936
0.217312714364376,-0.136646256247234
0.257259942938127,-0.134878566026404
0.256930323305722,-0.134320440030041
-0.217705783811459,-0.134487618731154
-0.301931198687512,-0.134027324824453
-0.404529951722636,-0.134303651188931
-0.322405422365524,-0.134285921731092
0.191592835218552,-0.134287619560511
0.205850079217163,-0.132868666713802
0.10739234445748,-0.130843243052981
-0.0173606301058133,-0.131752046874856
0.0917543448750233,-0.133234017567614
0.0388700159017238,-0.133032916017008
0.0231930048332916,-0.134559205515311
0.15067904433805,-0.133298972533543
0.142012421724633,-0.131721575464865
0.192266784500476,-0.138449042843368
0.375585633740309,-0.144281101736986
0.626758421287093,-0.145595124249531
0.353245692342541,-0.1452613203197
0.327350484779707,-0.143487583840609
0.265340109341026,-0.144626787070816
0.236904117471423,-0.144641104214076
0.156409336787027,-0.145063258868072
0.0153731883661511,-0.145063258868072
0.0527277172442523,-0.145063258868072
0.00460853031393533,-0.145166700112111
0.161571007876109,-0.144897108695431
-0.325485704265607,-0.141232675260423
-0.582706294069994,-0.14075971412236
-0.179303730085447,-0.141822519722713
-0.239663354255651,-0.142307457783269
-0.216028547272593,-0.140787249904889
-0.189244769232312,-0.142234020205112
-0.0330841072253917,-0.144048382110243
-0.0449555242971125,-0.139995085973658
0.0321701827896882,-0.139305457571183
0.0438483917753997,-0.143435424277434
0.246778808611404,-0.143212932153842
0.0122639998093645,-0.144761823346304
0.133231225491607,-0.149199339183196
-0.0184149676151697,-0.151449273467346
0.118312950684593,-0.137331044053232
0.019090408142615,-0.1346181046549
-0.172316756966825,-0.145463560151037
-0.0989622218999734,-0.147372062184568
-0.0414912091566356,-0.146357454177693
0.138091583984976,-0.149486533534459
0.0529511383545828,-0.149216067179338
-0.106514482891326,-0.149485689933981
-0.0330763962002085,-0.149679092610891
0.015866929545749,-0.145614846240166
-0.20052791305152,-0.142886111379743
0.117438881682797,-0.141816056740817
0.144414961648594,-0.140380672413695
0.288867697759129,-0.139184881733772
-0.0525547298024308,-0.13729416617818
-0.0572301397262707,-0.137912370029627
0.633193648015026,-0.137827264133146
0.597679676127316,-0.138847713606651
0.431302263654824,-0.140061326179724
0.521001858323739,-0.142957571072052
0.558213653505515,-0.136575882483199
0.449530007813429,-0.130063961822155
-0.11147651712405,-0.129152871452677
-0.0237780757177509,-0.118905138502498
-0.063699665348634,-0.118751102825834
-0.0529075105712611,-0.120414017339066
-0.0943797441883633,-0.129095526043523
-0.110841113733732,-0.13856824614536
-0.0821886640114118,-0.141843497306011
-0.417688517162926,-0.141521820519639
-0.0912476989914077,-0.142353692046958
-0.090679295444976,-0.144000406828348
-0.0380708192905863,-0.145038911627325
-0.0486890462470227,-0.142766037476576
-0.215948769546251,-0.141688058103168
-0.264986874012208,-0.136579390883803
-0.249344755238788,-0.136740430895886
-0.225720735186217,-0.13960311307339
-0.177493906865907,-0.142264400826089
-0.178193868230113,-0.141249185822988
-0.0679013076779492,-0.138849477809616
-0.257742485968864,-0.138176407888992
-0.171215319311289,-0.139437857633106
-0.12590155258005,-0.139645887122864
-0.104411516455806,-0.139772472153922
-0.17581894424072,-0.144815915890173
-0.13429945174505,-0.149652057051748
-0.0107857648707266,-0.147513590005154
0.154307799155668,-0.14869318951756
0.146214329222827,-0.14816281735954
0.532366950035262,-0.148740741844996
-0.241478307388622,-0.14619654834995
-0.276203434533569,-0.147474968351661
-0.342670273626341,-0.150169212647257
-0.397015770925027,-0.151201081033153
-0.331951407250526,-0.151715638041758
-0.154862439356685,-0.150582221210782
0.213237234716746,-0.150728335326199
0.146089999807318,-0.151079364735184
0.296031560915868,-0.151079364735184
0.340886447395451,-0.15328683755098
-0.416008396587246,-0.153558211446699
-0.492066597760974,-0.153466801177683
0.0904017579218226,-0.153728986905558
0.134814852481944,-0.1500359309382
0.145342664396559,-0.148899312175398
0.000474095563023592,-0.151581880670187
-0.0803887245379321,-0.15013457844579
-0.238606833007385,-0.149970545366661
-0.221480265436969,-0.149191618176478
-0.236041603341854,-0.149274248311123
-0.233194092945763,-0.149695662881933
-0.29858262832885,-0.148033846989504
-0.219575959517407,-0.14601368503642
-0.0809051970063923,-0.14294462937511
0.0195262191051557,-0.143136863587961
0.120258541149742,-0.143656006695241
-0.1681548536154,-0.14410190597773
-0.0950767929539491,-0.143630803092135
-0.121788506463635,-0.147553456278324
-0.0445904676643386,-0.145574995683021
-0.265411214242233,-0.151320946087799
-0.238692441867672,-0.1519949156294
-0.28684509470303,-0.149837560880124
-0.312856680179525,-0.15018793362648
0.155265636501835,-0.149643680009483
-0.541855134736081,-0.149501592727968
0.160664480617382,-0.148664800833566
0.0658076333574609,-0.148133464551516
-0.0442078052727467,-0.148559341606455
-0.158289184902207,-0.14858915096045
0.110103013425767,-0.148712612414991
-0.0734355526028275,-0.148652263180919
-0.139940041682076,-0.148226698296528
-0.259490237597208,-0.14821183835
-0.527174181563164,-0.14741777591132
-0.519229281034129,-0.147053787680068
-0.521811215570088,-0.147324630302295
-0.108431166371905,-0.147206034869369
-0.0274024378042535,-0.146928427509532
0.0462387877070444,-0.146928427509532
0.0120958433892402,-0.146061211356196
0.118256598976794,-0.146342877134199
-0.0956403285720296,-0.14651989766141
-0.00317714690843669,-0.147199162265645
-0.0495633144908475,-0.147472332203558
-0.099177528854287,-0.147536381598676
0.121786559028079,-0.147221692371684
0.0538518626028488,-0.146798344905445
0.0385648530915899,-0.147304328308938
0.177219616641572,-0.147815091332616
0.185187561680791,-0.148080571680677
0.125145831734749,-0.147727979008641
-0.022576056296194,-0.148306960001385
0.0313449386194828,-0.148421302552828
-0.0369248913082508,-0.150360184438983
0.119423765414315,-0.149441023549346
0.171414387838903,-0.149118230033918
0.215658422467295,-0.146692832148101
0.281799838547051,-0.148020659424867
0.29124772356155,-0.148453795125143
0.283348128268237,-0.149214035901282
0.0693856193433329,-0.149494661015713
0.0339917212172255,-0.152372864113246
-0.0341696210226358,-0.153722142736447
-0.393727438047376,-0.151601169613361
-0.404071126930398,-0.153658977930671
-0.428812395424188,-0.151969582229116
-0.210501189530795,-0.150189826228238
0.0390950935102305,-0.150141951398897
-0.0848957197479205,-0.150488653812663
0.033577412582128,-0.15010236026231
-0.0527629370402841,-0.149312848850004
-0.079600778677497,-0.148265055813984
-0.103898060256175,-0.14676295400194
0.17068503357685,-0.144338303703362
0.154447165916934,-0.155753236613567
0.15661127463399,-0.154366719695607
0.0197453113240276,-0.146637616426481
-0.0360516537822073,-0.148702875189505
0.0468117307187688,-0.151808090634059
0.185275286152048,-0.15069494829215
-0.171268433096655,-0.156309144364662
-0.123904187871768,-0.157100729599897
-0.1543897534798,-0.152524712365709
-0.0469698778736461,-0.153936821409199
0.051500367042251,-0.154919081374975
-0.00425547535834344,-0.152658532534015
0.0304304303552327,-0.154568482831338
0.0880267771406608,-0.157098253792774
-0.169011325080604,-0.155514855042774
0.0432177833369293,-0.163535781633853
-0.0435874181974067,-0.165900293981687
0.108233495968664,-0.166522163424282
-0.0874622409052994,-0.167957297680379
-0.0948162304961635,-0.168079921676528
-0.107413544902022,-0.16497834045353
-0.0991047246162642,-0.16557217352551
-0.131853319771242,-0.167461606539379
0.0649045477784874,-0.167686031895849
-0.144109238532266,-0.167350049030397
-0.259924878471291,-0.169515399695342
-0.188673973326914,-0.167474889812413
-0.22831015082376,-0.168270931897613
-0.214489932356591,-0.168138594771012
-0.336733440620199,-0.169204910352412
0.0433215600526436,-0.170329059059591
0.0595906009894283,-0.168996311310719
